song_year,song_rank,singer,title,Genre,lyric,lyric_tokens
2001,39,소찬휘,Change,댄스,"내 마음 다해서
너를 사랑했단 그 이유로
혼자 지낸 날 동안
나 행복했지만 떠날 거야
그러니 더 이상
함부로 나를 대하지마
니 모든 걸 나 이제 거부해
넌 나를 사랑한 게 아냐
외로움에 날 이용한 것뿐
내가 니 장난감이니
실컷 갖고 놀다 이제는 버리게
독한 마음으로 널 잊고야 말겠어
지금이라도 다행이야
너란 사람 분명히 알게 돼서
깊은 내 상처 어떻게 너 책임질 거니
넌 사랑이 뭔지 알긴 하니
죽어도 모를 거야
슬프도록 니가 참 안됐어
항상 넌 외로울 수밖에
없을 거야 그렇게 살면
늘 다른 사람을 울린 죄로
부탁해 어디 가도 날
차라리 모른다 해줘
어차피 버릴 생각했잖아
넌 내게 가라 가라 마라
니가 도대체 잘난 게 또 뭔데
내게도 자존심은 있어
사랑 따위 구걸하진 않아
내가 니 장난감이니
실컷 갖고 놀다 이제는 버리게
독한 마음으로 널 잊고야 말겠어
마지막 기대조차 넌 다 져버렸어
이젠 끝이야
나 다시는 너를 찾지 않아
이 순간 내가 우는 건
이별이 슬퍼서 아냐
쏟았던 내 사랑이 허탈해
떠나가 내가 내가 왜 가
내겐 아무런 잘못도 없는데
넌 나를 사랑한 게 아냐
외로움에 날 이용한 것뿐
내가 니 장난감이니
실컷 갖고 놀다 이제는 버리게
너를 정리하는 건 또 다른 만남뿐
나는 널 몰라 첨부터",순간 다행 사람 부탁 이상 행복 잘못 이용 장난감 자존심 정리 이유 뭔지 구걸 마지막 죄 외로움 사랑 뭔데 사랑한 따위 생각 이별 허탈 거부해 마음 지금 첨부터 끝 상처 알긴 이젠 내겐 동안
2001,40,박정현,You Mean Everything To Me,R&B/Soul,"그대 가슴에 귀를 대보면
나는 정말 행복해져요
날 사랑하는 그대 가슴이
너무 건강히 뛰고 있으니
따뜻하기 까지한 그대란 사람
언제까지나 내 곁에
머물러 줄 수 있나요
You mean everything
You are everything to me
그대 짓는 표정이 나를 바꿔요
You mean everything
나를 숨쉬게 하는
가슴속의 주인이죠
나의 그대여

그대 입술을 바라볼때면
나는 정말 행복해져요
날 사랑한단 그 꿈같은 말을
애타던 내 귀에
속삭여 주었으니
부드럽기 까지한 그대란 사람
언제까지나 내 곁에
머물어 줄 수 있나요
You mean everything
You are everything to me
그대 짓는 표정이 나를 바꿔요
You mean everything
나를 숨쉬게 하는
가슴속의 주인이죠
나의 그대여
가끔씩 그대가
떠나간 걸 그리면
아찔해 오는걸
믿어도 되나요 아니 믿고 싶어
영원한걸
You mean everything
You are everything to me
그대 짓는 표정이 나를 바꿔요
You mean everything
나를 숨쉬게 하는
가슴속의 주인이죠
그대여
You mean everything
You are everything
everything to me
그대 짓는 표정이 나를 바꿔요
나를 바꿔요
You mean everything
나를 숨쉬게 하는
가슴속의 주인은
바로 그대여",가슴속 행복 표정 주인 언제 곁 가슴 사람 사랑한단 사랑 오는걸 귀 아찔 따뜻하기 꿈 영원한걸 입술
2001,41,조 트리오,먼 훗날,발라드,"싫죠 정말이건
내겐 너무 가혹한 거죠
믿었죠 아닐 거라고 말했죠
나만 몰래
장난친 거라고 말했죠
그댄 그런가요
정말 그리 잔인한가요
나에겐 그대뿐인걸 알겠죠
다시 한번 생각하고
내게 말해요
미안하단 말론 안되나요
나 아닌 선택을
돌리기엔 늦었나요
단 한번만 다시 한번만
고개를 들어 나를 보아요
먼 훗날 잊혀질 내 야윈 얼굴을
우리의 많은 날 특별했죠
그댄 그런가요
정말 그리 잔인한가요
나에겐 그대뿐인걸 알겠죠
다시 한번 생각하고
내게 말해요
미안하단 말론 안되나요
나 아닌 선택을
돌리기엔 늦었나요
단 한번만 다시 한번만
고개를 들어 나를 보아요
먼 훗날 잊혀질 내 야윈 얼굴을
떠나는 그대 모습 너머로
꼭 한번만 다시 한번만
마음을 열어 날 불러봐요
먼 훗날 잊혀질 우리의 이름을
그대의 입으로 나즈막히",나즈막히 그댄 모습 이름 그대뿐인걸 특별 잔인 정말 훗날 입 미안하단 말론 고개 한번 생각 가혹 너머 얼굴 마음 선택 내겐
2001,42,김진표,믿을진 모르겠지만…,랩/힙합,"매일같이 언제나 당신
사진에 입맞춤하며
깨어나 욕조물 위에 비춘것은
우리 추억의 책이지
당신이 남긴 메시지 그게
시작 페이지
너무도 수줍어 하며 나의
농담 한마디에
넌 얼굴 빨개 알게모르게
사랑은 그렇게 슬쩍
다가와 우리의 날개 끝없이
펼쳐 사랑을 설계
너무도 멀게만 있던 사랑이
내게 huh
모두들 옹기 종기 맑은 공기
당신께 kiss 하기위해 침을
삼킨 용기
당신의 입술의 온기 나와
통한 짜릿한 전기
당신이 내게 들어온뒤
잔뜩 쌓여있는 할일 들
속에서 이미 미리
우리 사랑 예측했지 우리
둘만 끼리끼리
함께할 때면 또 그렇게나
넘 행복했지
어떻게 시간 흘러가는 지도
몰랐지
내게 네게 무슨 흔적 될 수
있을지
이제는 처음으로 돌아가고
싶어 마치
되감기는 테이프처럼 우리
처음과똑같이
이젠 모두 지나버린
옛사랑의 앙금
이제는 마음속에 지울수
없는 상처만
알면서 뻔히 모든것들
멋대로맘대로 망쳐놔
믿을진 모르겠지만
나 아직도 그대를
생각하면 아파
하지만 뭘 어떻게 웃을지
모르겠지만
나 아직도 그때같이 그렇게
바보같이
왜인지 모르겠지만
나 아직도 그대를
생각하면 아파
하지만 뭘 어떻게
누구도 모르겠지만
나아직도 그때같이
그렇게그대를 추억해 그때를
지금도 여전히 당신
사진에 입맞춤 하며
깨어나 거울속 내눈에
비춘것은
우리 추억의 책이지
내가 남긴 메시지 그게
마지막 페이지
언제 부턴가 틀어져 버려
실증 혹 짜증
내가찾은 사랑은 날아가버려
갖은 노력을 한들
이젠 돌아오지 않는 시간들
점점 늘어만가는
넘어지는 술잔들
내게 네게 무슨 흔적 될 수
있을지
이제는 처음으로 돌아가고
싶어 마치
되감기는 테이프처럼 우리
처음과똑같이
이젠 모두 지나버린
옛사랑의 앙금
이제는 마음속에 지울수
없는 상처만
알면서 뻔히 모든것들
멋대로맘대로 망쳐놔
믿을진 모르겠지만
나 아직도 그대를 생각하면
아파
하지만 뭘 어떻게 웃을지
모르겠지만
나 아직도 그때같이 그렇게
바보같이
왜인지 모르겠지만
나 아직도 그대를 생각하면
아파
하지만 뭘 어떻게 누구도
모르겠지만
나아직도 그때같이 그렇게
그대를 추억해 그때를
또 하루가 가고 또 하루가 가고
몇번째의 계절쯤에 나는 다시
또다른 누구에게 상처를 남길지
그런 나를 볼 자신이 없어
그런날이 오지않게 할 자신도 없어
믿을진 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 웃을지
모르겠지만
나 아직도 그때같이 그렇게
바보같이
왜인지 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 누구도
모르겠지만
나아직도 그때같이 그렇게
그대를 추억해 그때를
믿을진 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 웃을지
모르겠지만
나 아직도 그때같이 그렇게
바보같이
왜인지 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 누구도
모르겠지만
나아직도 그때같이 그렇게
그대를 추억해 그때를
믿을진 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 웃을지
모르겠지만
나 아직도 그때같이 그렇게
바보같이
왜인지 모르겠지만
나 아직도 그대를 생각하면 아파
하지만 뭘 어떻게 누구도
모르겠지만",시작 테이프 짜증 설계 내눈 믿을진 욕조물 옹기 모든것들 노력 페이지 시간 나아직 메 누구 행복 매일 되감기 앙금 망쳐놔 시간들 추억 마지막 내가찾은 바보 술잔들 왜 빨개 공기 옛사랑 입술 날개 온기 전기 모두들 하기위해 예측 실증 사랑 처음과똑같 처음 알게모르 들어온뒤 마음속 멋대로맘대 지 생각 그렇게그대 거울속 그런날 몇번 사진 얼굴 하루 언제 계절 입맞춤 책 할 둘 흔적 당신 그때 부턴 이젠 상처 용기 농담 종기 자신 한마디
2001,43,장혜진,아름다운 날들,발라드,"미안한맘 들곤 했었지
널 다그쳐 원한걸
가졌을때 난
그땐 그게 사랑이라
믿고 싶었지
지금도 난 그런거라
믿고 싶은걸
그렇게 한참이나 지났지
날 감싸주던 니 모습 따뜻했지
가끔은 너 나처럼 그땔
떠올리는지
너에게 보채기만 했던
내 모습을
많이 좋아했던 날 너무
철이 없던 날
아무말도 없이 지켜주던 너
많이 보고 싶겠지 나
살아가는 모든날
매일 나는 너를 찾아가겠지
미안하단 말도 못했지
난 태연히 또 널 보며 웃었었지
그렇게 쉽게 널 떠날수 있을거라
나 조차 알지 못했지 바보처럼
많이 좋아했던 날 너무
철이 없던 날
아무말도 없이 지켜주던 너
많이 보고 싶겠지 나 살아
가는 모든날
매일 나는 너를 찾아가겠지
다른 사람 만나 행복할수 있길
내게서 받은 상처 아물기를
용서할수 있겠니 너를
아프게한 날
그냥 꾸밈없이 말해주겠니
많이 좋아했다고 너 살아가는
동안에
가끔씩은 나를 떠올린다고
많이 좋아했던 날 너무 철이
없던 날
아무말도 없이 지켜주던 널
많이 보고 싶겠지 나 살아가는
모든날
매일 나는 너를 찾아 가겠지
매일 나는 너를 꿈꿔 가겠지",한참 용서 싶은걸 사람 그땔 내게 모습 행복 미안한맘 바보 철 미안하단 따뜻 사랑 그땐 원한걸 아무말 모든날 상처 동안 조차 있길
2001,44,S.E.S.,꿈을 모아서 (Just In Love),댄스,"그대에게 줄게요 나의
모든 사랑을
세상에서 오직 하나뿐인
당신을 위해서
당신에게 줄게요 우리
헤어져 있어도
아름다운 미소로
다가오는 매일을
오래도록 기다려왔었던
사랑은 따뜻한 바람 타고
잠에서 깬 나무들 속에서
순결한 꽃잎처럼 빛나고
이제 태어나는 구름
이제 피어나는 꿈들이
메말랐던 이 세상에
아름다운 색으로
내리고 있는걸
당신과 걸어가요 꿈을
모두 모아서
저 하늘 속으로 내 마음
모두 담아둘게요
당신과 걸어가면 보이지
않던 미래도
너무 밝게 우리를 비춰주기 때문에
기다림을 모르는 사람들은
세상에 모두 등을 돌리지만
무너져 버릴 것 같은 추억
모두의 작은 두 손 가득히
내가 간직해온 시절
그땐 무얼 사랑했었나
기억나요 두려움에
아무것도 나는 믿을 수 없었지만
그대에게 줄게요 나의
모든 사랑을
세상에서 오직 하나뿐인
당신을 위해서
당신에게 줄게요 우리
헤어져 있어도
아름다운 미소로 다가오는 매일을
눈물이 왜 흐를까요
태양이 저무는 곳에서
저 석양이 질 때까지
그 빛이 모두 사라져 버릴 때까지
당신과 걸어가요 꿈을
모두 모아서
저 하늘 속으로 내 마음
모두 담아둘게요
당신과 걸어가면 보이지
않던 미래도
너무 밝게 우리를 비춰주기 때문에",눈물 색 꽃잎 사람 미소 때문 손 매일 나무들 하늘 추억 두려움 석양 모두 무엇 구름 담아둘게요 사랑 미래 등 시절 세상 그땐 순결 하나 있는걸 마음 태양 빛 당신 따뜻한 아무것 꿈 간직
2001,45,김민종,You're My Life,발라드,"혹시 내가 달라진 것 같나요
그대가 그런 건가요
나는 아닌데 행복을 느끼는데
그렇다고 난 믿고 있는데
오늘 또 누굴 만났나봐요
나를 몹시 피하는군요
그런가봐요 그렇게 변하는가봐요
영원한 사랑은 그저 떠도는 거짓인가요
oh You're my life
나에겐 텅 빈 그대 행복을 빌어야 하나요
어려워요 나를 달랠 자신 없어요
내 안은 그대뿐이죠

다시 많은 비가 오고 있어요
어제는 비를 맞았죠 괜찮았어요
오히려 포근하던걸요
우리의 많은 날들을 그렇게 보냈었기에
oh You're my life
그대 내 안에 그저 그렇게 떠돈 건 아니죠
행복했던 그대 안의 나의 사랑을
조금 더 간직해줘요
oh You're my life

더 흘릴 눈물도 더 기다릴 작은 힘도
야윈 듯 잠들어 가죠 이렇게 젖은 가슴에
oh You're my life
나에겐 텅 빈 그대 행복을 빌어야 하나요
어려워요 나를 달랠 자신 없어요
내 안은 그대뿐이죠
내 안은 You're my life",눈물 힘 비 행복 어제 날들 변하는가봐요 누굴 가슴 오늘 안 사랑 영원 포근하던걸요 거짓 만났나봐요 그런가봐요 자신 간직
2001,46,박혜경,하루,록/메탈,"참 나쁘죠 그대 없이도
사람들을 만나고 또 하루를 살아요
이런거죠 그대 모든것
조금씩 흐려지다 없던일이 되겠죠
벌써 난 두려운 마음뿐이죠
한참 애를써도 그대 얼굴조차
떠올릴 수 없죠
웃고 있어도 자꾸 눈물이 나요
그대 역시 그렇게 나를 잊어 가겠죠
왜 그랬나요 이럴걸 알면서도
이별이란 이토록 서글픈 모습인데
정말 사랑했는데

벌써 난 두려운 마음뿐이죠
한참 애를써도 그대 얼굴조차
떠올릴 수 없죠
웃고 있어도 자꾸 눈물이 나요
그대 역시 그렇게 나를 잊어 가겠죠
왜 그랬나요 이럴걸 알면서도
이별이란 이토록 서글픈 모습인데
단 하루도 안될 것 같더니
내가 미워질만큼 익숙해져만 가죠
별일 없나요 그대 역시 나처럼
깨어나고 잠들며 그런대로 사나요
그대 없이도 아무일 없다는거
이별보다 더 아픈 세상속을 살아요
웃고 있어도 자꾸 눈물이 나요
그대 역시 그렇게 나를 잊어 가겠죠
왜 그랬나요 이럴걸 알면서도
이별이란 이토록 서글픈 모습인데
정말 사랑했는데

슬픈 하루가 가죠",애를써 눈물 모습 모든것 아무 그런대 이럴걸 조금씩 없다는거 사랑 이런거죠 별 이별 없던일 사람들 얼굴 하루 마음 만큼 세상속
2001,47,백지영,추락,댄스,"눈을 감아 그댈 기억해봐
눈물이라도 멈추지 않는
그대 추억을
헤어나려고 벗어나려고
너무 애를 써도 소용없었어
혼자라도 괜찮을 거라고
그대 빈자리 채워질거라
믿어왔지만
가면 갈수록 더해만가는
그대 그리움에 견딜수 없어
사랑했어 그대만을
이런 내맘 몰라 그대
나를 떠난 것 같아
후회했어 떠나갈때
눈물이라도 보여
그대를 잡아야 했어
사랑으로 영원할 거라고
나에게 이별은 다시는
오지 않을거라고
그대 곁에서 함께 할때면
다른 아무것도 필요없었어
가끔 그댈 미워하면서도
한번의 손길로 그대 품안에
안겼었지만
이젠 더이상 자신 없다는
그대 그 말 한마디에 끝났어
사랑했어 그대만을
이런 내맘 몰라 그대
나를 떠난 것 같아
후회했어 떠나갈때
눈물이라도 보여
그대를 잡아야 했어
원망했어 떠난 그댈
그대없는 내가
걱정되지 않는 그대가
돌아와줘 나 여기서
천년이라도 사랑으로만
기다리겠어
아니라해도 지쳤다해도
내게 이럴수는 없는 거잖아
사랑했어 그대만을
이런 내맘 몰라
그대 나를 떠난 것같아
후회했어 떠나갈때
눈물이라도 보여
그대를 잡아야했어
라라라라 라라라라
라라라라라라 라라라라라
라라라라라
라라라라 라라라라
라라라라라라 라라라라라
라라라라라",필요 눈물 걱정 라라라 한마디 후회 눈 아니라해 이럴수 품안 거잖아 그대없 추억 사랑 한번 영원 원망 이별 손길 여기 기억 빈자리 자 지쳤다해 곁 천년 라라라라 애 그리움 이젠 아무것 라 소용
2001,48,S.E.S.,감싸 안으며 (Show Me Your Love),댄스,"비 개인 거리를 나 홀로
우산을 쓰고 걸어갔어
수면위로 비치는 내 모습
마치 작은 어린 아이처럼
언제부턴가 어른인 척 하려던
매일 매일에 익숙해져 버린 나
그저 순수하게 서로를
느낄 수 있게
멀리하며 방황하며 그렇게
거듭돼 가는걸
연인이라고 부를 수 있는
영원한 시간 속에
우리 둘만의 특별한 얘길
함께 나누어 봐요
꿈에게는 꽃 꽃잎엔 바람
당신에겐 사랑을
그리고 고독마저 모두
감싸 안듯이
지난 날 손 걸고 맹세한
잊지 못할 약속까지
난 지금도 가슴 깊은 곳에
따뜻한 마음 간직하고 싶어
어느 샌가 어른들의 사랑에
나를 감추고 지쳐있는 내 모습
만난 순간마다 이별은
찾아오는 것
생각하면 두려움에 끊임없이
도망가는 걸
연인이라고 부를수 있는
세대와 시간 속에
특별한 운명 우리에게는
몇 번이나 올까
시간에 날개 하늘은 향해
나에게는 용기를
그리고 이 생명을 모두
느낄 수 있도록
내일이 다 보이지 않아
두려워져 혼자 견딜수 없어
목이 메도록 내 마음은 애타지만
소리도 없이 아침이 오고
오늘이 다시 시작돼요
그대를 지키고 싶어
연인이라고 부를 수 있는
영원한 시간 속에
우리둘만의 특별한 얘길
함께 나누어봐요
꿈에게는 꽃 꽃잎엔 바람
당신에게 사랑을
그리고 또 내일을 모두
감싸 안으며",시작 순간 소리 생명 꽃잎 우산 둘만 모습 언제부턴 시간 특별 아이 거리 메 손 비 어른들 개 매일 몇 가는걸 하늘 세대 연인 내일 두려움 방황 고독 샌 목 날개 약속 얘길 우리둘만 가슴 오늘 사랑 거듭 영원 이별 생각 꽃 아침 순수 마음 어른 수면위 맹세 지금 운명 당신 따뜻한 용기 서로 꿈 간직
2001,49,박효신,동경,발라드,"우린 서로 너무도
다른 세상에 살아왔죠
한 번 스쳐 지났을 뿐
그 후로 난 멀리서
이렇게 기다려왔죠
언젠가는 내 헛된 꿈이
혹 이뤄질까
날 기억이나 할까요
내 이름조차 생각이나 날까요
누군가 매일 그대를 위해
늘 기도해온 걸 알까요
그대가 난 부럽죠
나 같은 사람 너무나 흔하겠죠
혹시나 그대 알고 있나요
얼마나 행복한 사람인지
아껴왔던 내 맘이
흔하게 묻혀질까봐
단 한번도 편지조차 못했는데
날 기억이나 할까요
내 이름조차 생각이나 날까요
그대는 이미 누군가에게
큰 의미라는 걸 알까요
그대를 사랑해요
나도 모르게 이렇게 돼 버렸죠
혹시나 그대 알고 있나요
그 날 이후로 지금까지
매일 그대의 곁에서
맴돌았다는 걸
그대를 지켜왔었다는 걸
날 사랑하면 안돼요
단 하루라도 그럴 수는 없나요
허튼 생각이란거 알지만
한 번은 말하고 싶었죠
사랑해도 되나요
혼자서라도 사랑하면 안돼요
허튼생각이란거 알지만
한 번은 말하고 싶었죠
그대를 사랑해요",리 의미 사람 이름 한 행복 생각이란거 묻혀질까봐 이후 사랑해 혼자 누군가 한번 사랑 허튼생각이란거 후 생각 세상 뿐 기억 하루 기도 곁 지금 꿈
2001,50,YDG,"구리뱅뱅 (Feat. 1kyne, 난아)",랩/힙합,"Just another day
honey with the license plate
call me call me
if you can find me
just another day
where we turn it up turn it up
call me call me
if you can find me
넓은 강남대로
어느 날씨 화창한 날
그래요 Kick and goal 리는대로
신사동 사거리 제일생명 사거리
타워 레코드 강남역 사거리
차 존나 막혀 길어지는 신호 대기
정박 힙합 음악에 끄덕이며
뒤돌아보는데 Yo Uh
숨 멎어버려 종이와 펜을
어여 빨리줘 봐 Hurry up
S E O U L 51로
Main 번호가 827 No
두말하면 마릴린먼로
그녀와 이제 247 No
I'm ready to go here we go
Hit'm hi ho I feel me flow
Hiphop 음악에 링딩동
This and that are my ice
bling bling blow
Just another day
Honey with are license plate
Call me call me
If you can find me
Just another day
Where we turn it up turn it up
Call me call me
If you can find me
Scorching hot day
Crushing the highway
Ready for someone hot babes
bout a hundred degrees
Me and my dawg Madman
Up to no good spot up a shawdae
Window rolled down hotbox set free
That's what I call a hot
recipe tank top
Singing on that bottle
like body she just ready to get
Sliced up lced up
Look at them curves on them
thang thang
She make a dawg wanta go bang bang
S E O U L 51로
Main 번호가 827 No
두말하면 마릴린먼로
그녀와 이제 247 No
I'm ready to go here we go
Hit'm hi ho I feel me flow
Hiphop 음악에 링딩동
This and that are my ice
bling bling blow
치리 치리 뱅뱅 청바지 뱅뱅
앞유리에 붙은 연락처 난 갱생
그러나 보지 못해서
내가 눈이 나빠서
답답해 뒤지는 줄 알았어 getppasa
2001년 April 17일 작은형 생일
10시 남짓 압구정 밤거리에
그녈 본 건 My mistake
I'm a fake 니가 take a rice cake
There's a lot other girl no
She's only one No more in Korea
She's perfect she's dime
어디서 와서 어디로 가는 건지
나도 몰라 그 날 이후
하루도 널 잊은 적이 없어
양손에 두 아이들 그 아이들
혹시 아들
About pm 10 17th April
2001 two kids와 압구정 밤 거릴
거닐던 Yo dime women
Just another day
Honey with the license plate
Call me call me
If you can find me
Just another day
Where we turn it up turn it up
Call me call me
If you can find me
S E O U L 51로
Main 번호가 827 No
두말하면 마릴린먼로
그녀와 이제 247 No
I'm ready to go here we go
Hit'm hi ho I feel me flow
Hiphop 음악에 링딩동
This and that are my ice
bling bling blow",10 레코드 리 사거리 숨 정박 종이 2001년 눈 827 마릴린먼 남짓 작은형 타워 화창 어디 어 갱생 차 적 신호 이후 두말 날씨 밤 신사동 강남대로 청바지 2001 그녀 247 17일 아들 51 10시 양손 제일생명 링딩동 밤거리 치 생일 유리 빨리줘 답답 압구정 강남역 연락처 그녈 아이들 하루 펜 대 힙합 음악 17th 존 번호
2001,51,브라운 아이즈,With Coffee...,R&B/Soul,"Cause you're my love forever
매일밤의 달콤한 낮은 속삭임
부드러운 커피향보다
더욱 진하게 Don't be afraid tonight
졸린 눈 부벼 창문을 열면
기대 앉았던 바람 내 머릴 만져
등뒤에서 너를 안으면
더 행복할 수 없는 걸
바로 지금 여기 시간이 멎어
함께 눈감아도 멋질 거야
같은 시간 속을
두 손 잡고 걸어가게 우
너만을 바라보고 또
너만을 지키고 너만을 원해
내 가진 것 모두
너만을 줄 수 있다면
내겐 기쁨인 걸
Cause you're my lover so baby
Cause you're my lover
that's what I did
Cause you're my lover so baby
so give me a chance
너를 사랑하긴 힘이 들지만
힘든 그것조차 사랑인 걸
내가 살 수 있고 죽는 것은
너인 것을 우
Cause you're my love forever
매일밤의 달콤한 낮은 속삭임
부드러운 커피향보다
더욱 진하게 Don't be afraid tonight
너만의 아주 작은 몸짓도
지나가는 말도 너 있는 모든 것은
커다란 의미가 되는걸
Cause you're my love forever
매일밤의 달콤한 낮은 속삭임
부드러운 커피향보다
더욱 진하게 Don't be afraid tonight
Cause you're my love forever
매일밤의 달콤한 낮은 속삭임
부드러운 커피향보다
더욱 진하게
Don't be afraid tonight tonight",의미 힘 사랑하긴 되는걸 눈 낮 달콤한 시간 손 행복 커피향보 매일밤 머릴 사랑 몸짓 창문 기대 등뒤 내겐 그것
2001,52,신승훈,I Believe,"발라드, 국내영화","I believe 그댄 곁에 없지만
이대로 이별은 아니겠죠
I believe 나에게 오는 길은
조금 멀리 돌아올 뿐이겠죠
모두 지나간 그 기억속에서
내가 나를 아프게 하며
눈물을 만들죠
나만큼 울지 않기를 그대만은
눈물 없이 날 편하게 떠나주기를
언젠가 다시 돌아올
그대 라는 걸 알기에 난 믿고 있기에
기다릴께요 난 그대여야만 하죠
I believe 내가 아파할까봐
그대는 울지도 못했겠죠
I believe 흐르는 내 눈물이
그댈 다시 내게 돌려 주겠죠
자꾸 멈추는 내 눈길 속에서
그대 모습들이 떠올라
눈물을 만들죠
나만큼 울지 않기를 그대만은
눈물 없이 날 편하게 떠나주기를
언젠가 다시 돌아올
그대라는 걸 알기에 난 믿고 있기에
기다릴께요 난 그대여야만 하죠
나 그댈 알기 전 이 세상도
이렇게 눈부셨는지
그 하늘 아래서 이젠 눈물로
남겨졌지만
이 자릴 난 지킬께요
그대란 이유만으로 나에게는
기다림 조차 충분히 행복하겠죠
사랑한 이유만으로
또 하루가 지나가고 오는길 잊어도
기다릴께요
난 그대여야만 하죠
난 그대여야만 하죠",눈물 그댄 눈길 행복 이유만 하늘 모습들 사랑한 이별 세상 오는길 뿐 이대 자 하루 곁 전 아래 기억속 아파할까봐 이젠 라 조차
2001,53,차태현,I Love You,댄스,"후회해 내 사랑을

널 믿은 바보 같은 나를

이제 나 널 보내야 하는 준비를

해야 하잖아

왜 떠나려고 하니

내가 뭘 잘못한 거니

내 마지막 사랑은

바로 너인데

너를 위해 돌아서는 게 아냐

이미 넌 그에게 갔잖아

내 사랑 내 상처 너에겐

중요하지 않잖아

내게 잊으란 말하지 마

I Love You

니 모습 지워질 때까지

그와 행복한 니 모습을

가끔 보여 주겠니



이해해 니 사랑을

날 버린 너의 그 마음을

나보다 행복하게 해 줄 그에게

가버린 너를

너 슬픈 척 하지 마

사랑했다 말하지 마

나 깨끗이 보낼 게

울지 않을 게

너를 위해 돌아서는 게 아냐

이미 넌 그에게 갔잖아

내 사랑 내 상처 너에겐

중요하지 않잖아

내게 잊으란 말하지 마

I Love You

니 모습 지워질 때까지

그와 행복한 니 모습을

가끔 보여 주겠니",행복 중요 마음 주 잊으란 준비 후회 사랑 모습 마지막 상처 바보 깨끗 잘못한 이해
2001,54,제이,빛,R&B/Soul,"taking it day by day
didn't konw how precious your love could be
couldn't we try again to make it last
how could you let love go
don't know how much more my heart can take
to see you walk away it breaks my heart
너를 생각하면서
매일 울고 웃는 내 모습
그저 흔한 얘기들뿐인데도
그리워 항상 곁에 있는 널 그땐 느끼지도 못했지
너무 편안한 사람 너무 고마운 사람
I don't wanna end this love cause it hurts
hurts so much, I cried a thousand tears
나의 어둠을 다 밝혀주던 따뜻한 가슴이
when you turn away don't say goodbye
just wanna know you will be alright
세상 가장 밝은 너 다시 널 찾을 수 있게
바라기만 했었죠
아무 것도 아닌 일들에
많이 투정부리던 나였잖아
미안해 너의 아픔 같은 건 내게 보여준 적 없었지
너무 편안한 사람 너무 고마운 사람
don't regret the days when you were loved
happiness is all I want you to know
아픈 눈물로 매일 자라난 널 위한 사랑이
when you look back on all that we've shared
know in your heart my love will be there
그럴 수만 있다면 다시 나에게 돌아와
아무말없이 돌아선 나에게
눈물고인 미소만 보이던 너를
떠난 후에 뒤늦게 깨닫게 되었죠
바보 같은 나를 용서해줘
I don't wanna end this love cause it hurts
hurts so much, I cried a thousand tears
나의 어둠을 다 밝혀주던 따뜻한 가슴이
when you turn away don't say goodbye
just wanna know you will be alright
세상 가장 밝은 너 다시 널 찾을 수 있게
don't regret the days when you were loved
happiness is all I want you to know
아픈 눈물로 매일 자라난 널 위한 사랑이
when you look back on all that we've shared
know in your heart my love will be there
그럴 수만 있다면 다시 나에게 돌아와
how could you let love go
don't know how much more my heart can take
to see you walk away it breaks my heart",용서 눈물 사람 모습 미소 얘기 적 투정부 어둠 들 바보 미안 아무말없 가슴 눈물고인 사랑 후 생각 그땐 세상 편안 곁 따뜻한
2001,55,박효신,바보,R&B/Soul,"너무 모르고 있죠 이미 떠난 사인데
언젠가 올 거란 생각에 마냥 웃고만 있죠
슬픈 상처뿐인데 곁에 있을 거라 믿었죠
걱정돼요 내가 없으면 어느 것 하나도 할 수 없던 사람인데
꼭 한번 만날 수 있다면 아직 남겨진 내 맘 전하고 싶은데
내가 부족한가요 당신을 원한 이유로 이렇게 날 외면하려 하나요
단 한번 사랑을 믿어요 볼 수 있다면 나 웃고 살 수 있는데
허나 다른 사랑 찾아가란 말은 말아요 날 버리진 않겠죠
그럴 리 없잖아요 you
부탁해요 곁에 없어도 몸조심하세요 참 힘겨워 했잖아요
또 다시 만날 수 있다면 아직 남겨진 내 맘 전하고 싶은데
내가 부족한가요 당신을 원한 이유로 이렇게 날 외면하려 하나요
단 한번 사랑을 믿어요 볼 수 있다면 나 웃고 살 수 있는데
허나 다른 사랑 찾아가란 말은 말아요 날 버리진 않겠죠
그럴 리 없잖아요
언젠가 잠시라도 기억 할 수 있다면 난 그걸로 되요

 ",버리진 리 걱정 사람 부탁 외면 몸조심 이유 그걸 되요 사랑 한번 찾아가란 생각 사 거란 부족 기억 곁 전 당신 상처
